source_index,s_m,x_m,y_m,w_tr_right_m,w_tr_left_m,segment_length_to_next_m
2111,194.3982394880,89634.9947047203,43185.2204409679,3.5429772382,3.6052576672,0.0916526290
2112,194.4898921170,89634.9456536191,43185.2978631474,3.5313492053,3.6049032156,0.0915557906
2113,194.5814479076,89634.8990606353,43185.3766765767,3.5228673476,3.6023927615,0.0915487909
2114,194.6729966985,89634.8548770221,43185.4568575559,3.5177672938,3.5975587960,0.0916117877
2115,194.7646084862,89634.8125810331,43185.5381211331,3.5155318900,3.5905841179,0.0917017046
2116,194.8563101907,89634.7716377359,43185.6201750728,3.5154627621,3.5815720284,0.0917872684
2117,194.9480974591,89634.7315121974,43185.7027271400,3.5167894050,3.5706655249,0.0918494505
2118,195.0399469096,89634.6916694851,43185.7854850993,3.5187714751,3.5581723019,0.0918813944
2119,195.1318283040,89634.6515746661,43185.8681567156,3.5207715299,3.5446386319,0.0918883585
2120,195.2237166626,89634.6106928077,43185.9504497535,3.5222775578,3.5308535955,0.0918877033
2121,195.3156043658,89634.5684891443,43186.0320720593,3.5228767252,3.5172629834,0.0919019156
2122,195.4075062815,89634.5245670552,43186.1127988342,3.5312066949,3.5042897321,0.0919303032
2123,195.4994365846,89634.4789182262,43186.1925946051,3.5447862955,3.4933641850,0.0919678393
2124,195.5914044239,89634.4316020667,43186.2714569187,3.5555216231,3.4848543118,0.0920113576
2125,195.6834157815,89634.3826779864,43186.3493833218,3.5642771357,3.4790178905,0.0920578118
2126,195.7754735934,89634.3322053947,43186.4263713612,3.5717176992,3.4759953571,0.0921042758
2127,195.8675778692,89634.2802437012,43186.5024185836,3.5783082518,3.4758257563,0.0921479447
2128,195.9597258139,89634.2268523154,43186.5775225357,3.5843428546,3.4784735778,0.0921861336
2129,196.0519119474,89634.1720906469,43186.6516807645,3.5899859146,3.4838563752,0.0922162765
2130,196.1441282239,89634.1160181052,43186.7248908165,3.5953130164,3.4918672244,0.0922359240
2131,196.2363641479,89634.0586940998,43186.7971502386,3.6003445107,3.4955755517,0.0922427406
2132,196.3286068885,89634.0001780404,43186.8684565776,3.6050698782,3.4944431002,0.0922345018
2133,196.4208413903,89633.9405293363,43186.9388073802,3.6094636194,3.4957006096,0.0922090905
2134,196.5130504809,89633.8798073973,43187.0082001932,3.6134945581,3.4992279988,0.0921644938
2135,196.6052149746,89633.8180716327,43187.0766325634,3.6171306492,3.5049098858,0.0920987984
2136,196.6973137730,89633.7553814522,43187.1441020374,3.6203409674,3.5126350403,0.0920101875
2137,196.7893239605,89633.6917962653,43187.2106061621,3.6230960657,3.5222953008,0.0918969364
2138,196.8812208968,89633.6273754815,43187.2761424843,3.6253675452,3.5337846650,0.0917590703
2139,196.9729799671,89633.5621775272,43187.3407099199,3.6271278477,3.5469990385,0.0916383394
2140,197.0646183065,89633.4962351464,43187.4043431475,3.6283590037,3.5618343785,0.0915792425
2141,197.1561975490,89633.4295535711,43187.4671151570,3.6290540005,3.5781891974,0.0915819788
2142,197.2477795278,89633.3621366836,43187.5291008176,3.6292092286,3.5959719706,0.0916445222
2143,197.3394240499,89633.2939883660,43187.5903749985,3.6288269266,3.6151064855,0.0917649160
2144,197.4311889659,89633.2251125006,43187.6510125692,3.6279187627,3.6082604861,0.0919412857
2145,197.5231302517,89633.1555129696,43187.7110883988,3.6265094302,3.6017169217,0.0921718463
2146,197.6153020980,89633.0851936551,43187.7706773513,3.6246395649,3.5964325551,0.0924363880
2147,197.7077384859,89633.0141582346,43187.8298250888,3.6223456703,3.5923369123,0.0926726336
2148,197.8004111195,89632.9424097012,43187.8884797133,3.6196092934,3.5894546550,0.0928689381
2149,197.8932800576,89632.8699509055,43187.9465689772,3.6164134020,3.5878451309,0.0930268061
2150,197.9863068637,89632.7967846980,43188.0040206328,3.6127554279,3.5875859613,0.0931478520
2151,198.0794547157,89632.7229139291,43188.0607624325,3.6086446773,3.5887718687,0.0932338046
2152,198.1726885202,89632.6483414494,43188.1167221286,3.6040997885,3.5915130064,0.0932865138
2153,198.2659750341,89632.5730701094,43188.1718274735,3.5991466296,3.5959332476,0.0933079566
2154,198.3592829907,89632.4971027596,43188.2260062196,3.6191508536,3.6021688205,0.0933002432
2155,198.4525832338,89632.4204422505,43188.2791861192,3.6399575444,3.6103675349,0.0932656241
2156,198.5458488579,89632.3430914327,43188.3312949247,3.6589089147,3.6206886898,0.0932064967
2157,198.6390553547,89632.2650531565,43188.3822603884,3.6760234560,3.6333036212,0.0931254125
2158,198.7321807671,89632.1863302725,43188.4320102627,3.6913362445,3.6483967782,0.0930250832
2159,198.8252058503,89632.1069256313,43188.4804722999,3.7048964538,3.6488281809,0.0929083881
2160,198.9181142385,89632.0268420833,43188.5275742523,3.7167659968,3.6368222004,0.0927783805
2161,199.0108926189,89631.9460824790,43188.5732438725,3.7270190683,3.6273170600,0.0926382929
2162,199.1035309119,89631.8646496690,43188.6174089126,3.7357424406,3.6204952917,0.0924915433
2163,199.1960224552,89631.7825465038,43188.6599971251,3.7430364138,3.6165505143,0.0923417391
2164,199.2883641942,89631.6997758338,43188.7009362623,3.7490162682,3.6156874324,0.0921926802
2165,199.3805568745,89631.6163405095,43188.7401540766,3.7538137813,3.6181202646,0.0920483620
2166,199.4726052365,89631.5322433815,43188.7775783203,3.7575779034,3.6240683207,0.0919129747
2167,199.5645182112,89631.4474873003,43188.8131367458,3.7604730446,3.6337471023,0.0917909023
2168,199.6563091135,89631.3620751164,43188.8467571054,3.7626728128,3.6452194702,0.0916867183
2169,199.7479958318,89631.2760096802,43188.8783671515,3.7643471322,3.6445697422,0.0916051795
2170,199.8396010113,89631.1892938424,43188.9078946364,3.7656418457,3.6479425042,0.0915512160
2171,199.9311522273,89631.1019304533,43188.9352673126,3.7666523347,3.6553884556,0.0915299189
2172,200.0226821462,89631.0139223636,43188.9604129323,3.7673958231,3.6668649703,0.0915465237
2173,200.1142286698,89630.9252724236,43188.9832592480,3.7677895672,3.6822251545,0.0916041147
2174,200.2058327845,89630.8359971425,43189.0037833314,3.7676934951,3.7011727284,0.0916860992
2175,200.2975188837,89630.7461821958,43189.0222120085,3.7671269701,3.7230786028,0.0917681495
2176,200.3892870332,89630.6559351016,43189.0388509765,3.7661193903,3.7472003685,0.0918308727
2177,200.4811179059,89630.5653633865,43189.0540059624,3.7646686876,3.7437844972,0.0918583528
2178,200.5729762587,89630.4745745768,43189.0679826937,3.7627829428,3.7384011038,0.0918380925
2179,200.6648143512,89630.3836761991,43189.0810868976,3.7605140539,3.7347442343,0.0917613172
2180,200.7565756684,89630.2927752737,43189.0936232889,3.7579766019,3.7322542974,0.0916594994
2181,200.8482351678,89630.2019273376,43189.1057935943,3.7552439651,3.7305365632,0.0915997979
2182,200.9398349657,89630.1110927991,43189.1176092444,3.7522487607,3.7294515886,0.0915897708
2183,201.0314247365,89630.0202217860,43189.1290611044,3.7489528319,3.7289295306,0.0916296027
2184,201.1230543392,89629.9292644263,43189.1401400396,3.7453565185,3.7289399869,0.0917194810
2185,201.2147738202,89629.8381708477,43189.1508369150,3.7414882448,3.7294845409,0.0918595947
2186,201.3066334150,89629.7468911781,43189.1611425958,3.7373978613,3.7305917403,0.0920501333
2187,201.3986835482,89629.6553755453,43189.1710479473,3.7331536746,3.7321903898,0.0922750216
2188,201.4909585698,89629.5635883352,43189.1805235827,3.7531287093,3.7315163073,0.0924603948
2189,201.5834189646,89629.4715595430,43189.1894469233,3.7777712775,3.7316671342,0.0925872810
2190,201.6760062456,89629.3793380238,43189.1976686020,3.8003185480,3.7328867191,0.0926590070
2191,201.7686652525,89629.2869726346,43189.2050392495,3.8205234080,3.7354522009,0.0926795882
2192,201.8613448407,89629.1945122321,43189.2114094961,3.8382191205,3.7396764073,0.0926537469
2193,201.9539985876,89629.1020056732,43189.2166299725,3.8533203623,3.7459098470,0.0925869360
2194,202.0465855236,89629.0095018148,43189.2205513092,3.8658224925,3.7545420202,0.0924853657
2195,202.1390708893,89628.9170495135,43189.2230241366,3.8757997272,3.7660014898,0.0923560317
2196,202.2314269210,89628.8246976264,43189.2238990854,3.8834027697,3.7807535205,0.0922067424
2197,202.3236336634,89628.7324950102,43189.2230267860,3.8888556514,3.7992931011,0.0920461450
2198,202.4156798084,89628.6404905216,43189.2202578690,3.8924497122,3.8221302304,0.0918837463
2199,202.5075635547,89628.5487330177,43189.2154429649,3.8945309276,3.8497639779,0.0917299268
2200,202.5992934815,89628.4572713552,43189.2084327042,3.8954760574,3.8452549165,0.0915959440
2201,202.6908894255,89628.3661543909,43189.1990777175,3.8956544345,3.8355986822,0.0914939219
2202,202.7823833474,89628.2754309816,43189.1872286353,3.8953765042,3.8307641114,0.0914368220
2203,202.8738201694,89628.1851499842,43189.1727360880,3.8948365331,3.8309999895,0.0914383934
2204,202.9652585628,89628.0953602556,43189.1554507063,3.8940627198,3.8363896570,0.0915112813
2205,203.0567698442,89628.0061063084,43189.1352505202,3.8929174146,3.8468163087,0.0916349906
2206,203.1484048348,89627.9173798351,43189.1123467115,3.8914102395,3.8616781079,0.0917631746
2207,203.2401680094,89627.8291373158,43189.0871725581,3.8896259459,3.8725707788,0.0918624328
2208,203.3320304422,89627.7413345904,43189.0601653743,3.8875711384,3.8625050174,0.0919060627
2209,203.4239365049,89627.6539274988,43189.0317624748,3.8852426783,3.8555908370,0.0918736447
2210,203.5158101495,89627.5668718810,43189.0024011740,3.8826880992,3.8509833858,0.0917749667
2211,203.6075851162,89627.4801245456,43188.9724421302,3.8799693096,3.8479745539,0.0916977567
2212,203.6992828729,89627.3936460800,43188.9419469901,3.8769610176,3.8462199654,0.0916644341
2213,203.7909473070,89627.3073979929,43188.9109045040,3.8735619130,3.8455265490,0.0916749581
2214,203.8826222651,89627.2213417929,43188.8793034220,3.8697481348,3.8457752316,0.0917292776
2215,203.9743515426,89627.1354389886,43188.8471324943,3.8655541247,3.8461813251,0.0918273314
2216,204.0661788740,89627.0496510888,43188.8143804711,3.8610561457,3.8413107927,0.0919620968
2217,204.1581409708,89626.9639495985,43188.7810295819,3.8563514188,3.8372919261,0.0920794238
2218,204.2502203946,89626.8783848067,43188.7470106652,3.8514881423,3.8342238931,0.0921557226
2219,204.3423761172,89626.7930443281,43188.7122302119,3.8464991275,3.8322830529,0.0921939019
2220,204.4345700192,89626.7080160013,43188.6765945670,3.8553058788,3.8316829021,0.0921975075
2221,204.5267675267,89626.6233876647,43188.6400100752,3.8678914131,3.8326709656,0.0921705794
2222,204.6189381062,89626.5392471568,43188.6023830816,3.8787871999,3.8355252613,0.0921176662
2223,204.7110557724,89626.4556823161,43188.5636199311,3.8880164610,3.8405489095,0.0920438395
2224,204.8030996119,89626.3727809812,43188.5236269685,3.8956674052,3.8391398748,0.0919547081
2225,204.8950543200,89626.2906309905,43188.4823105388,3.9018844645,3.8341625872,0.0918564312
2226,204.9869107512,89626.2093201825,43188.4395769868,3.9068542384,3.8319083928,0.0917557292
2227,205.0786664804,89626.1289363958,43188.3953326575,3.9107837311,3.8326783947,0.0916598905
2228,205.1703263709,89626.0495674688,43188.3494838958,3.9138699859,3.8367177842,0.0915767735
2229,205.2619031444,89625.9713012400,43188.3019370466,3.9162632399,3.8441829782,0.0915148018
2230,205.3534179461,89625.8942255480,43188.2525984548,3.9180294781,3.8551129569,0.0914832872
2231,205.4449012333,89625.8184245758,43188.2013792743,3.9191270585,3.8694071865,0.0914972830
2232,205.5363985164,89625.7438634712,43188.1483472605,3.9195849222,3.8866397624,0.0915536410
2233,205.6279521573,89625.6703649135,43188.0937575986,3.9195498140,3.9012831150,0.0916330198
2234,205.7195851771,89625.5977431921,43188.0378765115,3.9190951287,3.9079328440,0.0917187897
2235,205.8113039668,89625.5258125964,43187.9809702220,3.9182528040,3.9159820984,0.0917978195
2236,205.9031017863,89625.4543874159,43187.9233049528,3.9170624307,3.9247669052,0.0918604631
2237,205.9949622494,89625.3832819402,43187.8651469267,3.9156129567,3.9337031924,0.0919005336
2238,206.0868627830,89625.3123104585,43187.8067623666,3.9140691020,3.9423146370,0.0919152799
2239,206.1787780629,89625.2412872605,43187.7484174951,3.9126789772,3.9502402432,0.0919053728
2240,206.2706834357,89625.1700266356,43187.6903785351,3.9117639592,3.9572219255,0.0918749033
2241,206.3625583390,89625.0983428732,43187.6329117093,3.9116956496,3.9630764062,0.0918319756
2242,206.4543903145,89625.0260573256,43187.5762732830,3.9128548750,3.9676709018,0.0917940890
2243,206.5461844035,89624.9531106268,43187.5205513493,3.9138739599,3.9710806835,0.0917690964
2244,206.6379534999,89624.8795427298,43187.4656939742,3.9158008115,3.9735250794,0.0917547967
2245,206.7297082966,89624.8053966158,43187.4116449549,3.9190054499,3.9751835642,0.0917488967
2246,206.8214571933,89624.7307152659,43187.3583480880,3.9234066015,3.9761859499,0.0917492635
2247,206.9132064567,89624.6555416612,43187.3057471706,3.9288932451,3.9766176768,0.0917539264
2248,207.0049603832,89624.5799187830,43187.2537859996,3.9353348298,3.9765306240,0.0917610780
2249,207.0967214612,89624.5038896122,43187.2024083718,3.9425915810,3.9759551330,0.0917690747
2250,207.1884905359,89624.4274971301,43187.1515580841,3.9402822307,3.9749106373,0.0917764370
2251,207.2802669729,89624.3507843178,43187.1011789335,3.9379844553,3.9734134104,0.0917818495
2252,207.3720488224,89624.2737941564,43187.0512147169,3.9363654110,3.9714814878,0.0917841606
2253,207.4638329830,89624.1965696271,43187.0016092311,3.9353113012,3.9691375405,0.0917823825
2254,207.5556153655,89624.1191537110,43186.9523062731,3.9347133730,3.9664107292,0.0917756901
2255,207.6473910556,89624.0415893892,43186.9032496397,3.9344691735,3.9633384824,0.0917635671
2256,207.7391546227,89623.9639196160,43186.8543828967,3.9344831659,3.9599689286,0.0917495615
2257,207.8309041842,89623.8861865982,43186.8056431800,3.9346622086,3.9563682167,0.0917378009
2258,207.9226419851,89623.8084317155,43186.7569605103,3.9349144725,3.9526230577,0.0917283578
2259,208.0143703429,89623.7306963048,43186.7082645398,3.9351528262,3.9488355349,0.0917212901
2260,208.1060916329,89623.6530217029,43186.6594849205,3.9352920826,3.9451195316,0.0917168729
2261,208.1978085058,89623.5754492466,43186.6105513043,3.9352462892,3.9415944806,0.0917155991
2262,208.2895241049,89623.4980202727,43186.5613933433,3.9349284846,3.9383778839,0.0917169361
2263,208.3812410410,89623.4208217754,43186.5118717481,3.9348845240,3.9356610977,0.0917321341
2264,208.4729731752,89623.3452804614,43186.4598304731,3.9322765621,3.9360378633,0.0917201888
2265,208.5646933640,89623.2691302720,43186.4087057072,3.9307924606,3.9353829908,0.0917270670
2266,208.6564204310,89623.1918553781,43186.3592846026,3.9313663830,3.9308402080,0.0917583276
2267,208.7481787586,89623.1137317419,43186.3111567711,3.9334811822,3.9230461129,0.0917889475
2268,208.8399677061,89623.0350353257,43186.2639118248,3.9366064868,3.9139281690,0.0918019228
2269,208.9317696289,89622.9560420918,43186.2171393753,3.9402153696,3.9038199755,0.0917882468
2270,209.0235578756,89622.8770280024,43186.1704290347,3.9430268723,3.8931214589,0.0917468858
2271,209.1153047615,89622.7982690197,43186.1233704148,3.9432617908,3.8823359242,0.0916847830
2272,209.2069895445,89622.7200411060,43186.0755531275,3.9429259199,3.8720754023,0.0916173147
2273,209.2986068592,89622.6426131338,43186.0265772001,3.9416252205,3.8630182753,0.0915711630
2274,209.3901780222,89622.5660831190,43185.9762936568,3.9392349206,3.8555658633,0.0915552480
2275,209.4817332702,89622.4903737784,43185.9248110463,3.9358808189,3.8497811527,0.0915630470
2276,209.5732963173,89622.4153998499,43185.8722496382,3.9316311279,3.8456485376,0.0915882503
2277,209.6648845676,89622.3410760714,43185.8187297021,3.9264903305,3.8430738921,0.0916252542
2278,209.7565098217,89622.2673171811,43185.7643715077,3.9204218892,3.8418922352,0.0916691688
2279,209.8481789905,89622.1940379169,43185.7092953247,3.9133769590,3.8418886716,0.0917158222
2280,209.9398948127,89622.1211530167,43185.6536214227,3.9053212019,3.8428232385,0.0917617608
2281,210.0316565734,89622.0485772185,43185.5974700714,3.8962556573,3.8444529908,0.0918042478
2282,210.1234608213,89621.9762252604,43185.5409615403,3.8862304381,3.8465482153,0.0918412617
2283,210.2153020829,89621.9040118803,43185.4842160993,3.8753542545,3.8489023231,0.0918714926
2284,210.3071735756,89621.8318518162,43185.4273540178,3.8683853879,3.8513359586,0.0918943410
2285,210.3990679166,89621.7596598061,43185.3704955656,3.8660435740,3.8536957930,0.0919099155
2286,210.4909778321,89621.6873505879,43185.3137610124,3.8638328616,3.8558486817,0.0919190323
2287,210.5828968643,89621.6148388997,43185.2572706277,3.8619269893,3.8576729705,0.0919232150
2288,210.6748200793,89621.5420394794,43185.2011446812,3.8605035264,3.8590508601,0.0919246955
2289,210.7667447749,89621.4688670651,43185.1455034426,3.8597430291,3.8598675501,0.0919264144
2290,210.8586711893,89621.3952363947,43185.0904671816,3.8598399694,3.8600221147,0.0919217995
2291,210.9505929888,89621.3211512783,43185.0360519929,3.8608887398,3.8595869617,0.0918637513
2292,211.0424567401,89621.2470048972,43184.9818185808,3.8624493829,3.8592959009,0.0917372240
2293,211.1341939642,89621.1732968000,43184.9272032471,3.8639989873,3.8601269981,0.0915561629
2294,211.2257501271,89621.1005265376,43184.8716422906,3.8773044626,3.8631339290,0.0913543384
2295,211.3171044655,89621.0291760968,43184.8145920518,3.8977035137,3.8654931850,0.0911882085
2296,211.4082926740,89620.9594408098,43184.7558359533,3.9119365049,3.8635560983,0.0910778583
2297,211.4993705323,89620.8912824758,43184.6954238869,3.9215171774,3.8651542666,0.0910184730
2298,211.5903890053,89620.8246560939,43184.6334135034,3.9279424333,3.8704994068,0.0910048425
